id,type,name,isni,mbname,country,mbid
3079,group,Kingston Rudieska,,Kingston Rudieska,KR,6cbd4648-90b4-4750-b07a-457f685d1908
3076,group,Sim Soo-bong,,SiM,JP,04ea0489-0643-4b49-a7c7-aec63680646d
3076,group,Sim Soo-bong,,Bong,GB,b0a36aa5-eafd-4f48-af7a-d288788034c3
3076,group,Sim Soo-bong,,SIM SUN,KR,cce2ddac-afaf-44bf-a4b1-8b0f3f02634d
3076,group,Sim Soo-bong,,Sim,Teruyuki Oshima: guitar Yoshio Otani: electronics, computer, etc,860900d0-1c34-42b6-8ae7-4c11cc620bcf
3076,group,Sim Soo-bong,,Bong,Eythor Arnalds & Móeiður Júníusdóttir,ec48da57-345f-40b2-a283-7e76ef25dfdf
3073,group,Chase Malone,,Chase,US,760bc4f0-e794-46ae-acdb-8f1ca3ba8aec
3073,group,Chase Malone,,Steve Malone,US,1194ea88-fda3-414d-b558-a2d9d600b465
3073,group,Chase Malone,['0000000463129709'],Post Malone,US,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19
3073,group,Chase Malone,,Chase,90s euro house,2e6a4891-1cc4-4214-ae20-6565bf77dfae
3073,group,Chase Malone,,Chase,FO,6bb1d6c2-9823-408c-a862-e805e9f01bd6
3072,group,Rude Paper,,Rude,Death Metal,e4112f4a-507f-4c2e-8450-8ea5b84f2465
3072,group,Rude Paper,,Rude,FI,fe10ad2e-5f5e-4292-a2cc-878c124db1da
3072,group,Rude Paper,,Paper,SE,96b89d2b-7282-4096-99b6-1f31f21b8fca
3072,group,Rude Paper,,Paper,US,3973f2ba-29fd-4f56-b06d-dca02f66e6f8
3072,group,Rude Paper,,paper,Lo-fi/Garage Rock,ed16dd5b-b396-4dd8-ac97-b534b8c291f8
3071,group,Can,['000000046027920X'],Can,DE,13501c7d-d181-45ba-af52-5f101d8516a0
3071,group,Can,['0000000121662634'],Dead Can Dance,AU,ccda046a-2674-4f7d-97e6-f23d6c156432
3071,group,Can,,Can Can,EC,8a47c8c0-d22d-4ba8-8554-36b497c8df9d
3071,group,Can,,Can Can,NO,7462694e-0bb1-4f13-9c7f-c71afe05bd23
3071,group,Can,,Can Can,US,5f3146e2-7b1c-4f71-af18-9857a71700ef
3070,group,Koreana,,Koreana,,505449a6-9eb1-4d71-8786-697b58493e19
3069,group,Pia,,PIA,KR,4781c458-b55a-40b1-b6a4-4605a2f58ed4
3068,group,Apeace,,Apeace,,fe9010ed-36bd-42d5-a7db-2a77393b07df
3066,group,Lark,,Lark,ZA,01ddade0-d610-4728-ad40-b2786ffcc1c9
3066,group,Lark,,Lark,London (UK) based group on care in the community recordings,7887dd32-8292-438c-8897-aea3fdaf9aa6
3066,group,Lark,,Lark,German group,f81a34dd-3dc0-4929-9f0e-76dc8d68c482
3066,group,Lark,,Lark,song "Clouded Mind", from Charleston, SC,1bd3ad24-cf0c-423f-a806-f8f0163a3b34
3066,group,Lark,,Lark,US,f2d0bb06-8135-483a-92bb-2580da1f939c
3065,group,Namgida Band,['000000012358764X'],The Band,CA,8c90ad8c-9150-4c51-a1eb-342232e99d06
3065,group,Namgida Band,['0000000084164299'],Dave Matthews Band,US,07e748f1-075e-428d-85dc-ce3be434e906
3065,group,Namgida Band,['0000000107195179'],The Allman Brothers Band,US,72359492-22be-4ed9-aaa0-efa434fb2b01
3064,group,Johnny Jung,['0000000108823456'],Johnny Cash,US,d43d12a1-2dc9-4257-a2fd-0a3bb1081b86
3064,group,Johnny Jung,['0000000063115121'],Jung Jung Min,KR,77767dad-e154-40d4-b271-1daf26e22ca2
3064,group,Johnny Jung,,Sungha Jung,KR,a6c66fb5-c835-4b72-ac97-104cca0d24b1
3064,group,Johnny Jung,,Danny Jung,KR,d0253f44-f57e-46de-bcf3-b42c112ed8f3
3064,group,Johnny Jung,,Erena Jung,KR,2a694551-e87e-46eb-bb0d-50c6976d9fd1
3062,group,S.O.S,,S.O.S.,SI,f47c6aaa-220a-48fe-9563-2e63be9e7641
3062,group,S.O.S,,S.O.S.,Saviours of Soul, swiss rap combo,39a5d8af-a196-422a-b8f4-6a23ebcecf58
3062,group,S.O.S,,S.O.S.,PL,2efe20b2-0e51-4bf6-92d8-c8fdc68206f4
3062,group,S.O.S,,SOS,DE,ab44f76e-da61-497a-8114-b7d23bc2072e
3062,group,S.O.S,,SOS,Artemis Hajigeorgiou, Desyn Masiello, Omid Nourizadeh,118b214d-ee51-432e-b548-9788a5604fc4
3061,group,Skasucks,,Skasucks,,5453b0ce-c9e4-479f-899c-756912f57f50
3060,group,Seung-hun Shin,,Hun Hun,BE,da9837c3-955b-4019-9bae-df32838d718a
3060,group,Seung-hun Shin,,Hun,,6d7dd3bb-9c66-4f4f-9355-8c41b858dc88
3060,group,Seung-hun Shin,,Nam Hye-Seung,KR,e7ef3793-28cc-4e4b-ac69-638754ba452c
3060,group,Seung-hun Shin,,h.u.n,,c8f2adf8-ca82-424c-aec8-ffcccb6f865d
3060,group,Seung-hun Shin,,Yeahwon Shin,KR,e1139d74-fa9d-4a2f-acef-42fe02bc3e50
3059,group,Lucid Fall,,Lucid Fall,KR,eecaa1a4-efa6-41f6-9d00-4152bd2a1373
3058,group,Vanilla Unity,,Vanilla Unity,,a0b867a7-9346-4bb3-a66b-2996870ff7f3
3058,group,Vanilla Unity,,Vanilla Acoustic,KR,1129753b-041c-4854-a7f9-8259b6305be9
3058,group,Vanilla Unity,['0000000123423266'],Vanilla Fudge,US,96ad1836-0a6e-423f-a2af-0f4a64a325ca
3058,group,Vanilla Unity,,Vanilla,GB,e0dfdd7f-01f9-4e40-98a1-6f5085bbfd89
3058,group,Vanilla Unity,,VANILLA,JP,74800677-6dae-48e8-b905-ca280a65317c
3056,group,Tahiti,,TAHITI,KR,d8ea971d-7933-4bad-b188-ebbf4293dc1b
3053,group,From The Airport,,From The Airport,,c6a308d9-679c-44ce-a0c0-5e614d705406
3053,group,From The Airport,,The Airport District,,cebedc4c-3b86-4db2-8a0b-25e1000fb1bd
3053,group,From The Airport,,The Airport Boys,,7cb17aa7-59c3-4bc8-a575-e861be8bf698
3053,group,From The Airport,,박규리 & From the Airport,collaborative project,73c90505-44b3-47c1-a8c0-5bd5938e33fb
3053,group,From The Airport,,The Seaport & the Airport,,8ab3a7a5-56cd-4139-8ad2-eaa8084024fd
3052,group,BTL (Beyond The Limit),,BTL,KR,885f605a-8ae5-41dc-93d1-9e505ad33130
3052,group,BTL (Beyond The Limit),,Beyond,HK,d84d02ad-d74c-4227-8073-6f13a039cfac
3052,group,BTL (Beyond The Limit),,BTL,Psy-Trance,434f1cfa-0fa0-458c-a436-e47ab3cc3bcc
3052,group,BTL (Beyond The Limit),,The Limit,80s disco,a940eed0-f6b7-425e-b92c-a0cca871a4bc
3050,group,Moon-se Lee,,5URPR!SE,KR,3a2d8146-7501-456d-bdd1-f4d61d216e97
3050,group,Moon-se Lee,,Se,FI,fddcaad0-e439-4ee8-ba84-2c18de1a9fbf
3050,group,Moon-se Lee,,SE O,KR,7e1adf31-1127-44ea-aa3b-af6857fc1d95
3050,group,Moon-se Lee,,MOON,KR,9cdb031d-7bd9-46b3-8552-10505cdabad7
3050,group,Moon-se Lee,,SE SO NEON,KR,717d466b-36b8-4a43-86e9-e8b8c4a658d7
3049,group,Hong Kyung-Min,['0000000081333165'],Hong Hei-Kyung,KR,5abd5247-0567-4817-8467-0c777d431b3a
3049,group,Hong Kyung-Min,,Soo-Kyung Hong,KR,e6f205fb-56a8-473b-92c7-080f3e73b6fc
3049,group,Hong Kyung-Min,,Min Kyung Kim,pianist,8ba99150-61f5-40c4-8649-fdabab648a98
3049,group,Hong Kyung-Min,,Cha Kyung Kim,KR,d514910f-f679-4aef-84b7-f722c2d058a0
3049,group,Hong Kyung-Min,['0000000055170673'],Lee Mi-Kyung,KR,27b0af33-d26c-469b-a668-3da626bf7756
3047,group,Goofy (구피),,Goofy,구피, Korean pop group,10674025-420f-4624-b3d3-1172728027f4
3047,group,Goofy (구피),,Goofy,JM,9c78024e-063b-4a8e-8757-50ca22bdfac3
3047,group,Goofy (구피),,Goofy,Disney character,b0270ca3-1e12-4a8d-a9b8-dcdadacb580c
3047,group,Goofy (구피),,GOOFY’S HOLIDAY,JP,cfee9e59-2ba1-487d-bdad-868fa398864f
3047,group,Goofy (구피),,GOOFY STYLE,,adf4c71b-22b9-4be2-902c-b7a5f9485fcb
3046,group,Jihae Kim,,Jihae,,8df5e911-523a-4717-9311-1daedbe5e2d2
3046,group,Jihae Kim,,Bobby Kim,KR,37e8e3b5-94e9-413d-92d9-0af6e8b7ea65
3046,group,Jihae Kim,['0000000114505235'],Kim Wilde,GB,4b462375-c508-432a-8c88-ceeec38b16ae
3046,group,Jihae Kim,,Puer Kim,KR,5daa0605-dd7b-4f6d-868b-9aeaee71707e
3046,group,Jihae Kim,,Kim Sori,KR,4598cf74-f44b-441b-b527-7f07de8c249a
3043,group,Sun-woong Kim,,Kim Woong-sik,KR,aabaad32-596a-410b-9fab-69ec5d9195d9
3043,group,Sun-woong Kim,,Sun-Ah Kim,KR,5c9b7c28-a8f7-47eb-9ce0-5b990605e6b4
3043,group,Sun-woong Kim,,Kim Sun,,7fd4c92d-8a56-49ad-8c87-361463d5eaa3
3043,group,Sun-woong Kim,,sun,KR,7c9bd85f-9119-4cd7-a9c8-dee2a3fbe161
3043,group,Sun-woong Kim,,Bobby Kim,KR,37e8e3b5-94e9-413d-92d9-0af6e8b7ea65
3042,group,Running Man Brothers,,HORNS MAN BROTHERS,JP,f70788f8-63d6-4a68-8b7b-4fb2c377c1e3
3042,group,Running Man Brothers,,The Scat 'Man' Brothers,US,e7be229d-84d3-48e7-8485-735e425ef51f
3042,group,Running Man Brothers,,大事MANブラザーズバンド,JP,aceacf96-b11c-4dba-b856-5db31455c3e6
3042,group,Running Man Brothers,,Man&Man,FR,f2e09238-b094-4b10-bdf2-873b7971a3ca
3042,group,Running Man Brothers,,Running Man,,2323df28-d0ed-451b-9156-23f1da3f480c
3037,group,Heejun Han,,Heejun Han,US,2a117540-9261-4694-9b7f-2448c4e7a6d4
3037,group,Heejun Han,,HAN YO HAN,KR,f4cef7e0-ca80-45b3-b0d0-e73740c2a043
3037,group,Heejun Han,,Han’s Band,KR,532251db-4fba-4c44-b4e1-c656db3b9ff7
3037,group,Heejun Han,['0000000035067185'],June Han,KR,2a5be5aa-f3e5-4fff-9042-112348b028ac
3037,group,Heejun Han,,Sol Han,KR,a3d357a0-75b6-42a1-bbce-0c757123e643
3033,group,Rux,,RUX,KR,3085681d-84f4-4111-a134-efe8755d8cf5
3030,group,So Chan-whee,,So Chan Whee,,1948df5f-63fb-4959-a030-9136ff7ff520
3030,group,So Chan-whee,,Snacky Chan,KR,6c1bab22-ae3f-4df8-a371-4cab6124c52f
3030,group,So Chan-whee,,So!YoON!,KR,1cdee55e-4e8f-4796-a87f-d50633aaecb3
3030,group,So Chan-whee,,SE SO NEON,KR,717d466b-36b8-4a43-86e9-e8b8c4a658d7
3030,group,So Chan-whee,,So So,FI,46d396a0-2daa-45a8-a279-d078508d28b5
3029,group,Junyoung Park,['0000000123251302'],Linkin Park,US,f59c5520-5f46-4d2c-b2c4-822eabf53419
3029,group,Junyoung Park,,Jay Park,KR,3dda8202-ce15-4031-862a-77bc6759d15e
3029,group,Junyoung Park,,PARK BOM,KR,df8b2247-0ec1-42f6-9a5b-97e0b120ba0d
3029,group,Junyoung Park,,Joohyun Park,KR,ff58caac-6f84-4f86-b32d-a994551dda4d
3029,group,Junyoung Park,['0000000107271020'],Maxïmo Park,GB,92e634a7-6023-4be8-be15-ebba822f5b34
3028,group,Five Fingers (Korean band),,Korean Kittens,KR,977b647b-af11-45a5-8e33-76b8d007991e
3028,group,Five Fingers (Korean band),,Foxy Five Fingers,,8de6625c-b36a-4ad1-96b9-21e040527864
3028,group,Five Fingers (Korean band),['0000000095523111'],Five,GB,88d6db37-0d87-4e84-a949-9cf8e8879505
3028,group,Five Fingers (Korean band),['0000000086723410'],Pizzicato Five,JP,1bbb60c9-6b1b-4bb1-a442-2b669436b50e
3027,group,Atkins (Korean band),,Korean Kittens,KR,977b647b-af11-45a5-8e33-76b8d007991e
3027,group,Atkins (Korean band),,NELL,KR,e156615d-3ddd-4491-9584-4b9d971472c4
3027,group,Atkins (Korean band),['0000000073589814'],Chet Atkins,US,5810667a-9db6-4fd0-abac-667cdac5d415
3027,group,Atkins (Korean band),,J-Walk,KR,f747f781-b60c-4414-bce4-6cb62abe1525
3027,group,Atkins (Korean band),,Windy City,KR,0450bbde-a06e-4355-bc78-5a823ff65d9c
3024,group,Kim Kwang-seok,,김광석,KR,b2ba5630-972f-400b-9c6b-e98bcf4137a8
3024,group,Kim Kwang-seok,,Kim Jun-Seok,KR,bea9bd49-a9b8-47f0-abdf-80826565c858
3024,group,Kim Kwang-seok,,Kim Min Seok,,046ed0fe-fbc6-41ae-b443-b4ce4e58da46
3024,group,Kim Kwang-seok,,Kim Young-Seok,,10814d0b-dd66-433a-9a13-eac466564766
3024,group,Kim Kwang-seok,,Bobby Kim,KR,37e8e3b5-94e9-413d-92d9-0af6e8b7ea65
3023,group,Vodka Rain (보드카 레인),,Vodka Rain,KR,148fd4aa-5c28-4026-8c1a-06f8e389f4ca
3023,group,Vodka Rain (보드카 레인),,RAIN,KR,bb305ccc-645b-43b7-a23e-b27e6b00e87f
3023,group,Vodka Rain (보드카 레인),,VÖDKA,RU,2fa63a4e-a0ea-4053-803e-2616e94c80a4
3023,group,Vodka Rain (보드카 레인),,Vodka,,209977e0-190f-4924-9d7c-31448449b988
3023,group,Vodka Rain (보드카 레인),,Vodka Juniors,GR,7508a3b7-3a67-4c58-bc72-8752a5ee8422
3022,group,JK Kim Dong-wook,,Kim Dong Wook,Korean,929c3938-e969-4d7a-b52b-071873fde43e
3022,group,JK Kim Dong-wook,,김동욱,KR,b9ee92bb-8f1c-4357-bd13-72ee8d449d52
3022,group,JK Kim Dong-wook,,JK 김동욱,,819cb5f6-403c-48d9-ae76-b5c1656ebdb4
3022,group,JK Kim Dong-wook,,Dong-Won Kim,KR,0a902d3d-7979-413f-af94-494365b6890d
3022,group,JK Kim Dong-wook,,J.K.,Eurodance project,1abc8fa6-c9c0-4cee-95ce-b92e52e6b160
3019,group,Hye-jin Jang,,Jang Hye Jin,,a0622638-6186-4cdb-b1ba-f2f42a9f0061
3019,group,Hye-jin Jang,['0000000430362504'],Jang Jin-Sung,KR,4a8d0a53-216e-4f30-859a-cb6a7fbd3886
3019,group,Hye-jin Jang,,Hye Jin Koh,violinist,4be910a2-0b0e-4be7-9924-c1efacac7389
3019,group,Hye-jin Jang,,JIN,KR,81b9e86a-8064-4695-a83c-c5b640eebe90
3019,group,Hye-jin Jang,,Jin,KR,09720eec-3871-49d5-932d-eb7542768cd3
3016,group,Seung-yeon Son,,Nam Hye-Seung,KR,e7ef3793-28cc-4e4b-ac69-638754ba452c
3016,group,Seung-yeon Son,,YEON,,b08443bb-8c77-427f-8e59-80e48593d5e5
3016,group,Seung-yeon Son,['000000005549976X'],Yeon-Hee Kwak,KR,8801fe5e-c46d-40c5-b593-8edb64754b10
3016,group,Seung-yeon Son,,Shi-Yeon Sung,KR,2b607ca0-eb63-4276-afe9-213ea93307cf
3016,group,Seung-yeon Son,,Yeon Tae Jeong,KR,0f13eecf-782c-4e96-8257-b322a2c39e95
3015,group,T.T.Ma,,T.T.MA,,e1d48cd3-3beb-40f2-bb28-e16837241e87
3013,group,John Paul Lam,,John Paul Lam,,7d9d25f3-2740-43a2-a5e0-8b5f6da6bd30
3013,group,John Paul Lam,['0000000123479198'],John Williams,US,53b106e7-0cc6-42cc-ac95-ed8d30a3a98e
3013,group,John Paul Lam,,L.A.M.,Detroit electro/techno duo,90b13c12-1ab7-4383-ae14-15037f916fcd
3013,group,John Paul Lam,,LAM,PL,0ba3cd81-f04d-4703-9d20-53f553b5284a
3013,group,John Paul Lam,,Lam,DE,ebe5510c-129e-494a-af1a-2cb6ac4fdedb
3012,group,Broken Valentine,,Valentine,NL,c5cf5da3-efea-4d20-a362-00e94c2a84e4
3012,group,Broken Valentine,['0000000121744541'],My Bloody Valentine,IE,8ca01f46-53ac-4af2-8516-55a909c0905e
3012,group,Broken Valentine,,Valentine,US,c3ec7ccd-291f-4fa0-a929-eff353367513
3012,group,Broken Valentine,,Valentine,US,6175d6f3-c0e7-4ba8-86bd-b688cf2644f5
3012,group,Broken Valentine,,Valentine,Glam Hair Metal Band,e2dd5cd7-5414-49b1-a22f-417a34d2e894
3006,group,Na-mi,,Mi☆nA,JP,2c364969-e5ce-4a85-aa2c-3f9dc38fbdfa
3006,group,Na-mi,,MI→NA,,a763320f-614a-4968-8555-354d9be09e68
3006,group,Na-mi,['0000000121888756'],Sha Na Na,US,86aa8b2d-be7e-489c-a1b7-80e814fb6815
3006,group,Na-mi,,Mi,JP,769a7979-f95b-4374-96ae-908f2c5a1113
3006,group,Na-mi,,Heekyung Na,KR,5fa6742f-b0ed-4731-93fc-13c796706d2c
3005,group,Ki-Chan Lee,,Lee Chan,,317401b4-0283-40da-990a-91dc7f22a434
3005,group,Ki-Chan Lee,,A. Ki,KR,36da9beb-6d1f-43f3-9296-2d18eb416e08
3005,group,Ki-Chan Lee,['000000008376302X', '0000000368516073'],Peggy Lee,US,5a2463af-eef0-4a22-bc8f-5865fbe9c78e
3005,group,Ki-Chan Lee,,Snacky Chan,KR,6c1bab22-ae3f-4df8-a371-4cab6124c52f
3005,group,Ki-Chan Lee,['0000000114703055'],Jerry Lee Lewis,US,b59ac58d-036e-4bba-8112-c32a34c4575b
3001,group,Yoo Seung-jun,,박승준,KR,25f6ae30-fff3-4e2f-b5f8-3c61f87ebcac
3001,group,Yoo Seung-jun,,김승준,KR,6e0ed986-36ce-4a8e-94aa-209156867f1d
3001,group,Yoo Seung-jun,,Yoo Seung Beo,,4054db13-f855-40b5-b1c8-e2e69c521c7c
3001,group,Yoo Seung-jun,,Sang Jun Yoo,,80882423-aa68-43d0-b745-7682aa58d01c
3001,group,Yoo Seung-jun,,JUN. K,KR,da183054-32a1-421c-9df3-ee31f158ee33
2999,group,Kim Ji Eun,,Kim Ji-Eun,,554eb82e-99b8-407d-b4fd-d09fa44f12a6
2999,group,Kim Ji Eun,,지은,KR,53d766bc-2489-4165-a8c8-176f66240459
2999,group,Kim Ji Eun,,송지은,KR,53db4dd5-dcbc-4332-8f26-876931b778fc
2999,group,Kim Ji Eun,,오지은,KR,af87d614-ba19-4ded-b7e8-2803735e7bb6
2999,group,Kim Ji Eun,,오지은,KR,470db448-a288-49b4-b438-665c762125b0
2995,group,Postino,,Postino,KR,1a54fe61-7bfb-4397-ae89-861016822d7b
2991,group,M4M,,M4M,SI,6b0c362b-2c2e-44ff-96c3-cbdd6f90c777
2987,group,Kim Tae-won,,Tae Won Yu,,7795def3-99b5-44e2-b035-b5ed988eb5fe
2987,group,Kim Tae-won,,김태원,KR,034cd163-6fd9-4f38-afaf-079858f1d659
2987,group,Kim Tae-won,,Dong-Won Kim,KR,0a902d3d-7979-413f-af94-494365b6890d
2987,group,Kim Tae-won,,Won James Won,RU,778280b5-e211-43a4-b91a-fdf19d4a3259
2987,group,Kim Tae-won,,Tae Kwon,KR,b4c4ca5c-c20e-4e36-932b-702605e48960
2983,group,Vincent & Roses,,Blood & Roses,GB,a69a4e6b-1732-40a2-afa7-808179722424
2983,group,Vincent & Roses,,Fish & Roses,,d8f031d5-0b49-4e3a-97cc-84638d320db8
2983,group,Vincent & Roses,,Gansch and Roses,,4cff6530-169d-4787-87b1-feb74dea27ad
2983,group,Vincent & Roses,,Franc & Roses,,d86a8b5e-a1d9-4799-82cc-399a961385fe
2983,group,Vincent & Roses,['0000000460384093'],Bread & Roses,all-acoustic rock band from Boston, Massachusetts,f7531ec7-fde3-4c72-8ebc-23d9c54f810f
2981,group,Hari,,Hari,KR,22c8cf0f-2953-4971-93b7-5ec2986b4bff
2976,group,Park Sung-yong,,최성용,KR,ded12d90-2cf1-4b65-9ddb-27200b37a472
2976,group,Park Sung-yong,,Yong-Won Sung,KR,2dedebb3-4950-4d63-b1a3-dad73cdfcebc
2976,group,Park Sung-yong,,Yong Yong,,9df44b75-9cc9-4706-a16c-9ddc5093615d
2976,group,Park Sung-yong,['0000000123251302'],Linkin Park,US,f59c5520-5f46-4d2c-b2c4-822eabf53419
2976,group,Park Sung-yong,,Park Yong Joon,,08f11d90-4f98-4eff-8758-80ec0b408b1a
2975,group,Min Hye Cho,,Olivia Hye,KR,68c9cff6-f48a-4248-9691-6784983d791d
2975,group,Min Hye Cho,,Mingue Cho,KR,9a009800-08cf-40c8-9d61-d84484e51c7e
2975,group,Min Hye Cho,,Hana Cho,KR,714f07b9-1c9e-4d3a-b361-0aa70b224cf1
2975,group,Min Hye Cho,,Nam Hye-Seung,KR,e7ef3793-28cc-4e4b-ac69-638754ba452c
2975,group,Min Hye Cho,,Sangyong Min,KR,57f1dfe7-567b-49ab-876e-6e2eb07290fb
2973,group,Ferlyn Wong,,Susan Wong,HK,4b29ab6b-3af4-4a55-9838-83b0ecd1ebf4
2973,group,Ferlyn Wong,,Torley Wong,,a1c091c6-13f5-4ef5-8ccb-beda9f57956b
2969,group,Amadéus Leopold,['0000000121269154'],Wolfgang Amadeus Mozart,AT,b972f589-fb0e-474e-b64a-803b0364fa75
2969,group,Amadéus Leopold,,Amadéus Leopold,US,ed7822ec-bc66-48bd-98e7-d20dabb2fd7f
2969,group,Amadéus Leopold,['0000000119564998'],Amadeus Quartet,GB,7bf0b7e0-ce0b-411e-9977-aed8e67172a1
2969,group,Amadéus Leopold,,Amadeus,RO,7d04b61f-6ada-44ac-844c-c5c04ea6ad9a
2969,group,Amadéus Leopold,,Amadeüs,ES,fa5cfede-0081-4784-b411-1aba20808462
2967,group,C-REAL,,C-Real,KR,0972858a-979b-42b3-b6fd-dd0ba626823f
2965,group,神飞乐团,,信樂團,TW,134d6ced-89e3-4c80-8b59-95014beb0977
2965,group,神飞乐团,,100%樂團,TW,06e91497-156c-4dbe-bef1-7e5f7c6f4809
2965,group,神飞乐团,,耀樂團,CN,75656716-3dce-4853-8fe9-6e4d8d99d6cf
2965,group,神飞乐团,,爱乐团,,cdf203e1-ede1-4b5b-9d3a-e5646c1a4f46
2965,group,神飞乐团,,929樂團,TW,fb465d6f-b6e6-4775-826a-cbc63f8aa11a
2964,group,Sue Son,,Son Volt,US,ecbd1331-95b6-4a77-b739-b4bd8ef222a7
2964,group,Sue Son,,SUE,Band from the West Midlands, England,2a32a970-118a-4036-af02-846cefbee879
2964,group,Sue Son,,Blackfoot Sue,GB,80c6515c-eaff-4499-bb02-c8e039008e94
2964,group,Sue Son,,Sue-Hye Kim,KR,32ccc27c-d509-4e8f-be18-cbcb188c2682
2960,group,Mystic Puzzle,,Mystic Puzzle,,5f2e55fe-8345-4c26-b7db-b44ba249acac
2960,group,Mystic Puzzle,,Puzzle,FR,122d3fb5-0bcc-4c67-a4dc-5d2a59a64438
2960,group,Mystic Puzzle,,Puzzle,US,c9287f30-ce65-4756-a5cf-ff0ce4edcffe
2960,group,Mystic Puzzle,,Puzzle,instrumental post-rock band from Laval,99212666-e82f-444c-8912-0facaf7e3ce3
2960,group,Mystic Puzzle,,Puzzle,GB,185d9fc7-be2a-406e-9aa7-9af6f5e52ebb
2959,group,Seung-hee Cho,,Cho Yoon Seung,,89e483f0-a187-4779-963d-cc3647b6a826
2959,group,Seung-hee Cho,,Seung Won Cho,organist,ff69f81d-556b-41c1-8a8d-9738f84e8aa1
2959,group,Seung-hee Cho,,Nam Hye-Seung,KR,e7ef3793-28cc-4e4b-ac69-638754ba452c
2959,group,Seung-hee Cho,,Hee Hee,Probably US Rapper,5b296a4d-53f0-4e48-bbba-12d224a89bcf
2959,group,Seung-hee Cho,,Mingue Cho,KR,9a009800-08cf-40c8-9d61-d84484e51c7e
2956,group,Lim Kim,,HJ Lim,KR,6584d3ef-606b-41b3-a42f-2cda5fbd75bc
2956,group,Lim Kim,,LIM,FR,3b1263a9-da8c-4c14-8877-15f5b47ca34e
2956,group,Lim Kim,,Jay Lim,KR,32a2853a-da3a-43ca-892c-9883ce8c68d3
2956,group,Lim Kim,['0000000055155908'],Dong-Hyek Lim,KR,3b07b37c-22ea-48e3-9ac9-71e114145506
2956,group,Lim Kim,,L.I.M,Karl Turpin & Gabriel McCaughry,1c7a0d94-2c56-4f07-b416-b05aa721aec8
2955,group,FatalFear (Fatal Fear Korea),,Fatal Fear,,a5c0913e-9d79-4e9c-8700-52573442b950
2955,group,FatalFear (Fatal Fear Korea),,Korea,CA,1a19528f-0ef1-4800-8a85-be97953cbbfe
2955,group,FatalFear (Fatal Fear Korea),['0000000123146019', '0000000470256618'],Fear Factory,,c17f08f4-2542-46fb-97f3-3202d60c225a
2955,group,FatalFear (Fatal Fear Korea),,Korea BMS Party,KR,9db601ed-7556-4101-99de-9fa58a53e0db
2955,group,FatalFear (Fatal Fear Korea),['0000000106578426'],Fear,US,5e6512dd-160b-4512-a4b4-2c30fa894a08
2954,group,Low Natasha,,Natasha Low,,fada795d-4411-4242-8298-88a0e4beb042
2954,group,Low Natasha,,Low,US,42faad37-8aaa-42e4-a300-5a7dae79ed24
2954,group,Low Natasha,['0000000114900980'],Natasha Bedingfield,GB,8b477559-946e-4ef2-9fe1-446cff8fdd79
2954,group,Low Natasha,,Natasha,electropop band from Durham, NC,b15e9b0b-9155-4f1f-bf24-99c4fa4e7bd8
2954,group,Low Natasha,,Down Low,DE,64d86f13-abd0-40db-b5a7-73fddab9a93e
2953,group,Battle,,Battle,GB,48ab8311-c4ad-43b5-8a70-d9accb903f56
2953,group,Battle,,Battle!,,c15c6135-143c-4503-bfb7-df7c65e389c8
2953,group,Battle,,Battle,Denmark,3ab8b553-c190-4105-8459-e0a045fbfe89
2953,group,Battle,,Battle,Finnish Raw Black Metal band,0664cb74-268a-4c40-a323-ec7807050499
2953,group,Battle,,Battle Beast,FI,d0cb5651-e1f2-4ffb-8ae1-b4b263af75fa
2949,group,Kiha Chang,,Kiha,,51e4d035-7283-4295-ac4c-319d62c12e72
2949,group,Kiha Chang,,Chang Dokhwa,KR,b09e8fcb-4dee-4533-acfb-05aab0d57abf
2949,group,Kiha Chang,,Chang Sukhoon,KR,31803c83-1007-44a3-9320-86425997d040
2949,group,Kiha Chang,,Hae Won Chang,KR,734b25b8-f9e3-4980-a8d4-fcc523f476ac
2949,group,Kiha Chang,,CHANG,GB,805ed8ce-b71d-44c2-8393-a19854edbf8b
2948,group,Blady,,Blady,KR,c98b6e1f-9409-43c8-88dd-fe604ee467ab
2947,group,Meilin,,MEILIN,,59610ef3-0c61-49bb-ad74-8d8aab6b6af9
2946,group,So-jung Kim,,So Jin Kim,KR,a899e5c9-7064-42b4-b37c-7c47272f892d
2946,group,So-jung Kim,,So-Ock Kim,KR,cca74f69-fb5e-41c5-9894-dd6bb9777ab3
2946,group,So-jung Kim,,Jung Kim,AU,fbd2ca42-99a9-4722-9d05-032a5bd45553
2946,group,So-jung Kim,['0000000063115121'],Jung Jung Min,KR,77767dad-e154-40d4-b271-1daf26e22ca2
2946,group,So-jung Kim,,Sungha Jung,KR,a6c66fb5-c835-4b72-ac97-104cca0d24b1
2945,group,Ga-yeoul Chu,,Ga-Ga,PL,048d9980-b358-4405-93d4-54b9bdef61e9
2945,group,Ga-yeoul Chu,,Minjoo Ga,KR,a773d85e-eb60-4d53-bbf7-4633edcb7619
2945,group,Ga-yeoul Chu,,Kriesha Chu,KR,0235bd56-b5a9-4f18-845e-518b1657bb07
2945,group,Ga-yeoul Chu,,Hana Chu,KR,c13efe74-942c-4b0f-bf22-d8f82d0bc10b
